wing,source_domain,Keyword,Position,Search Volume,CPC,Url,Traffic (%),Traffic Cost (%),Competition
Iris Platform,myaifrontdesk.com,area code for lexington,6,1000,0.00,https://www.myaifrontdesk.com/area-code/imported-item-336,0.01,0.00,0.00
Iris Platform,attio.com,business crm,6,1000,18.42,https://attio.com/,0.16,0.63,0.37
dotfun AI Solutions,effectivesoft.com,ai agent development company,6,1000,22.04,https://www.effectivesoft.com/ai-agent-development.html,0.28,0.55,0.15
dotfun AI Solutions,tech.us,ai agent development company,7,1000,22.04,https://tech.us/blog/top-ai-agent-development-companies-usa,1.10,1.54,0.15
dotfun AI Solutions,tech.us,ai agent development services,7,1000,18.31,https://tech.us/blog/top-ai-agent-development-companies-usa,1.10,1.28,0.10
dotfun AI Solutions,appinventiv.com,ai agent development company,10,1000,22.04,https://appinventiv.com/ai-agent-development-services/,0.04,0.07,0.15
dotfun Growth Services,effectivesoft.com,ai consulting agency,12,1000,12.79,https://www.effectivesoft.com/blog/top-ai-consulting-companies-usa.html,0.00,0.00,0.14
Iris Platform,attio.com,sales crm softwares,15,1000,16.91,https://attio.com/,0.02,0.07,0.08
Iris Platform,attio.com,top crm,15,1000,17.24,https://attio.com/,0.00,0.02,0.68
Iris Platform,attio.com,crm system tools,16,1000,13.76,https://attio.com/,0.00,0.01,0.48
dotfun AI Solutions,deviniti.com,ai agent development company,16,1000,22.04,https://deviniti.com/services/custom-ai-agent-llm-agent-development/,0.12,0.30,0.15
dotfun AI Solutions,deviniti.com,ai agent development services,20,1000,18.31,https://deviniti.com/services/custom-ai-agent-llm-agent-development/,0.04,0.08,0.10
dotfun AI Solutions,effectivesoft.com,ai agent frameworks,21,1000,7.28,https://www.effectivesoft.com/blog/top-frameworks-for-building-ai-agents.html,0.00,0.00,0.56
dotfun AI Solutions,npgroup.net,ai agent development services,22,1000,18.31,https://www.npgroup.net/automation/ai-agent-development/,0.22,0.69,0.10
Iris Platform,myaifrontdesk.com,how to send a text message from email,1,880,1.94,https://www.myaifrontdesk.com/blogs/how-to-send-text-message-through-email-quick-guide,0.04,0.56,0.05
Iris Platform,myaifrontdesk.com,area 281,2,880,0.00,https://app.myaifrontdesk.com/blog/area-code-281,0.02,0.00,0.00
Iris Platform,myaifrontdesk.com,why do calls go straight to voicemail,3,880,0.01,https://www.myaifrontdesk.com/blogs/why-are-my-calls-going-to-voicemail-quick-fixes,0.01,0.00,0.01
Iris Platform,myaifrontdesk.com,941 country code,3,880,0.00,https://www.myaifrontdesk.com/area-code/imported-item-380,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,361 area,3,880,0.00,https://www.myaifrontdesk.com/area-code/imported-item-99,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,278 area code,3,880,0.00,https://www.myaifrontdesk.com/area-code/imported-item-53,0.01,0.00,0.00
Iris Platform,myaifrontdesk.com,where is area code 989 located,3,880,0.00,https://www.myaifrontdesk.com/area-code/imported-item-398,0.01,0.00,0.00
Iris Platform,myaifrontdesk.com,area code 579,4,880,0.00,https://www.myaifrontdesk.com/area-code/imported-item-192,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,336 phone area code,4,880,0.00,https://www.myaifrontdesk.com/area-code/imported-item-86,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,where is 712 area code,4,880,0.00,https://www.myaifrontdesk.com/area-code/imported-item-256,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,calling and going straight to voicemail,4,880,0.11,https://www.myaifrontdesk.com/blogs/why-are-my-calls-going-to-voicemail-quick-fixes,0.01,0.00,0.00
Iris Platform,myaifrontdesk.com,940 area code location,5,880,0.00,https://www.myaifrontdesk.com/area-code/imported-item-379,0.01,0.00,0.00
Iris Platform,myaifrontdesk.com,where is 336 area code,5,880,0.00,https://www.myaifrontdesk.com/area-code/imported-item-86,0.01,0.00,0.00
Iris Platform,myaifrontdesk.com,336是美国哪里的区号,5,880,0.00,https://www.myaifrontdesk.com/area-code/imported-item-86,0.01,0.00,0.33
Iris Platform,attio.com,crm software development company,5,880,15.92,https://attio.com/,0.14,0.47,0.14
dotfun AI Solutions,effectivesoft.com,memorial hermann revenue cycle management automation case study,16,880,0.00,https://www.effectivesoft.com/blog/revenue-cycle-management-automation.html,0.01,0.00,0.00
dotfun Growth Services,npgroup.net,web design nj,16,880,13.05,https://www.npgroup.net/new-jersey-digital-agency/,0.22,0.50,0.11
Iris Platform,attio.com,custom crm development,34,880,21.49,https://attio.com/,0.00,0.00,0.07
Iris Platform,attio.com,best small business crm,95,880,19.51,https://attio.com/,0.00,0.00,0.75
Iris Platform,myaifrontdesk.com,where is area code 939,2,720,0.00,https://www.myaifrontdesk.com/area-code/imported-item-378,0.01,0.00,0.00
Iris Platform,attio.com,crm online,2,720,19.02,https://attio.com/,0.39,1.60,0.39
Iris Platform,myaifrontdesk.com,where is area code 705 located,4,720,0.00,https://app.myaifrontdesk.com/blog/area-code-705,0.01,0.00,0.00
dotfun AI Solutions,effectivesoft.com,ai integration consulting,4,720,15.10,https://www.effectivesoft.com/blog/top-ai-consulting-companies-usa.html,0.08,0.11,0.33
Iris Platform,attio.com,custom crm software,6,720,24.68,https://attio.com/,0.02,0.10,0.08
dotfun AI Solutions,appinventiv.com,solo entrepreneur ai automation business ideas,6,720,0.00,https://appinventiv.com/blog/ai-agent-business-ideas/,0.01,0.00,0.00
dotfun Growth Services,npgroup.net,custom web design and development,9,720,0.00,https://www.npgroup.net/blog/what-custom-web-design/,2.94,0.00,0.00
Iris Platform,attio.com,crm online,10,720,19.02,https://attio.com/,0.03,0.13,0.39
dotfun Growth Services,npgroup.net,custom web design and development,10,720,0.00,https://www.npgroup.net/blog/what-custom-web-design/,0.45,0.00,0.00
Iris Platform,attio.com,email crm,11,720,25.40,https://attio.com/,0.03,0.18,0.63
Iris Platform,attio.com,circleback ai,14,720,6.08,https://attio.com/apps/circleback,0.02,0.02,0.29
Iris Platform,attio.com,crm software development,34,720,15.65,https://attio.com/,0.00,0.00,0.15
Iris Platform,attio.com,crm que es,48,720,3.96,https://attio.com/,0.00,0.00,0.47
Iris Platform,attio.com,crm finance,48,720,10.74,https://attio.com/,0.00,0.00,0.27
Iris Platform,attio.com,crms meaning,52,720,5.92,https://attio.com/,0.00,0.00,0.11
Iris Platform,attio.com,crm que es,54,720,3.96,https://attio.com/,0.00,0.00,0.47
dotfun Growth Services,npgroup.net,web design company nj,75,720,14.94,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.10
Iris Platform,attio.com,ai crm software,3,590,18.60,https://attio.com/,0.25,1.01,0.43
Iris Platform,attio.com,spinach ai,3,590,6.08,https://attio.com/apps/spinach-ai,0.06,0.08,0.20
Iris Platform,attio.com,crm company,4,590,8.53,https://attio.com/,0.07,0.13,0.51
Iris Platform,attio.com,software sales crm,9,590,16.91,https://attio.com/,0.02,0.09,0.08
Iris Platform,attio.com,crm saas,10,590,12.38,https://attio.com/,0.01,0.03,0.53
dotfun Growth Services,appinventiv.com,iphone app development agency,10,590,0.00,https://appinventiv.com/iphone-application-development/,0.03,0.00,0.01
dotfun Growth Services,npgroup.net,web design new jersey,10,590,13.05,https://www.npgroup.net/new-jersey-digital-agency/,0.90,2.00,0.11
Iris Platform,attio.com,crm solution,11,590,16.89,https://attio.com/,0.00,0.02,0.35
Iris Platform,attio.com,crm system software,12,590,10.89,https://attio.com/,0.00,0.01,0.10
Iris Platform,attio.com,manage crm,14,590,12.50,https://attio.com/,0.00,0.00,0.15
dotfun Growth Services,npgroup.net,new jersey web design,18,590,13.95,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.17
dotfun Growth Services,npgroup.net,new jersey web design,23,590,13.95,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.17
Iris Platform,attio.com,best crm platforms,36,590,18.92,https://attio.com/,0.00,0.00,0.74
dotfun AI Solutions,effectivesoft.com,baycare health system revenue cycle automation rpa,43,590,0.00,https://www.effectivesoft.com/blog/revenue-cycle-management-automation.html,0.00,0.00,0.00
Iris Platform,attio.com,what does crm,59,590,9.35,https://attio.com/,0.00,0.00,0.24
Iris Platform,attio.com,top crm systems,65,590,11.21,https://attio.com/,0.00,0.00,0.63
Iris Platform,attio.com,top crm systems,75,590,11.21,https://attio.com/,0.00,0.00,0.63
Iris Platform,attio.com,easy crm,81,590,25.42,https://attio.com/,0.00,0.00,0.67
Iris Platform,attio.com,crm healthcare,88,590,20.63,https://attio.com/,0.00,0.00,0.49
Iris Platform,attio.com,crm software apps,89,590,16.05,https://attio.com/,0.00,0.00,0.52
Iris Platform,myaifrontdesk.com,area code 876 jamaica,1,480,0.00,https://www.myaifrontdesk.com/area-code/imported-item-348,0.05,0.00,0.00
dotfun AI Solutions,effectivesoft.com,[company name] ai automation initiatives,1,480,0.00,https://www.effectivesoft.com/blog/top-ai-automation-companies.html,0.59,0.00,0.00
Iris Platform,attio.com,crm with ai,2,480,20.96,https://attio.com/,0.26,1.17,0.27
dotfun Growth Services,deviniti.com,ai development agency,2,480,15.91,https://deviniti.com/blog/enterprise-software/best-ai-agent-development-companies/,1.58,2.88,0.36
Iris Platform,myaifrontdesk.com,start-336,3,480,0.00,https://www.myaifrontdesk.com/area-code/imported-item-86,0.01,0.00,0.00
Iris Platform,myaifrontdesk.com,ai customer service automation small business update 2026,3,480,0.00,https://www.myaifrontdesk.com/blogs/top-ai-chatbots-for-customer-service-automation-our-2026-picks,0.01,0.00,0.00
Iris Platform,myaifrontdesk.com,area code 767,3,480,0.00,https://www.myaifrontdesk.com/area-code/imported-item-284,0.01,0.00,0.00
Iris Platform,attio.com,web based crm,3,480,20.91,https://attio.com/,0.14,0.62,0.17
Iris Platform,attio.com,startup crm,5,480,24.12,https://attio.com/,0.10,0.55,0.48
Iris Platform,attio.com,best ai crm,5,480,22.11,https://attio.com/,0.02,0.12,0.58
dotfun Growth Services,npgroup.net,website design new jersey,9,480,13.05,https://www.npgroup.net/new-jersey-digital-agency/,0.90,2.00,0.11
dotfun Growth Services,tech.us,saas development agency,9,480,21.96,https://tech.us/services/saas-development-company,0.27,0.38,0.40
Iris Platform,attio.com,crm software business,11,480,22.47,https://attio.com/,0.00,0.03,0.05
dotfun AI Solutions,appinventiv.com,devops automation services,11,480,11.28,https://appinventiv.com/blog/devops-automation/,0.01,0.01,0.12
dotfun Growth Services,npgroup.net,customised web design,16,480,9.61,https://www.npgroup.net/blog/what-custom-web-design/,0.00,0.00,0.24
dotfun Growth Services,effectivesoft.com,healthcare software development agency,22,480,0.00,https://www.effectivesoft.com/healthcare-software-development.html,0.00,0.00,0.04
dotfun AI Solutions,npgroup.net,custom ai agents,27,480,12.40,https://www.npgroup.net/automation/ai-agent-development/,0.00,0.00,0.46
Iris Platform,attio.com,top crm platforms,30,480,18.92,https://attio.com/,0.00,0.00,0.74
dotfun Growth Services,npgroup.net,nj web design company,31,480,14.94,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.10
dotfun Growth Services,effectivesoft.com,healthcare software development agency,32,480,0.00,https://www.effectivesoft.com/healthcare-software-development.html,0.00,0.00,0.04
dotfun Growth Services,npgroup.net,nj web design company,42,480,14.94,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.10
Iris Platform,attio.com,what is crm database,54,480,9.33,https://attio.com/,0.00,0.00,0.20
Iris Platform,attio.com,what is crm database,59,480,9.33,https://attio.com/,0.00,0.00,0.20
dotfun Growth Services,effectivesoft.com,healthcare software development agency,86,480,0.00,https://www.effectivesoft.com/blog/top-healthcare-software-development-companies-usa.html,0.00,0.00,0.04
dotfun AI Solutions,tech.us,ai agent companies,97,480,11.73,https://tech.us/blog/top-ai-agent-development-companies-usa,0.00,0.00,0.78
Iris Platform,myaifrontdesk.com,my ai front desk,1,390,9.24,https://www.myaifrontdesk.com/,0.13,7.21,0.82
Iris Platform,myaifrontdesk.com,speech therapy front desk automation,1,390,0.00,https://www.myaifrontdesk.com/industries-we-serve/speech-therapy,0.01,0.00,0.00
dotfun AI Solutions,appinventiv.com,adventhealth denials management automation case study,3,390,0.00,https://appinventiv.com/blog/denial-management-automation-in-healthcare/,0.08,0.00,0.00
dotfun AI Solutions,tech.us,agentic ai development services,4,390,6.11,https://tech.us/services/agentic-ai-development,0.60,0.23,0.26
Iris Platform,attio.com,crm businesses,8,390,18.42,https://attio.com/,0.02,0.07,0.37
dotfun AI Solutions,tech.us,llm development services,8,390,4.01,https://tech.us/services/llm-development-services,0.41,0.10,0.00
Iris Platform,attio.com,sales crm system,9,390,19.44,https://attio.com/,0.00,0.02,0.07
Iris Platform,attio.com,crm providers,10,390,20.41,https://attio.com/,0.00,0.02,0.53
dotfun AI Solutions,deviniti.com,custom ai agent development,10,390,12.40,https://deviniti.com/services/custom-ai-agent-llm-agent-development/,0.04,0.05,0.13
dotfun AI Solutions,tech.us,agentic ai development services,11,390,6.11,https://tech.us/blog/top-agentic-ai-development-partners-in-usa,0.04,0.01,0.26
Iris Platform,attio.com,sales crm system,12,390,19.44,https://attio.com/,0.00,0.02,0.07
Iris Platform,attio.com,web crm,14,390,18.10,https://attio.com/,0.00,0.00,0.44
Iris Platform,attio.com,crm software system,15,390,12.16,https://attio.com/,0.00,0.01,0.43
dotfun Growth Services,npgroup.net,nj website design,15,390,13.95,https://www.npgroup.net/new-jersey-digital-agency/,0.22,0.50,0.17
Iris Platform,attio.com,crm.tools,16,390,13.76,https://attio.com/,0.00,0.01,0.48
Iris Platform,attio.com,crm logo,17,390,9.39,https://attio.com/,0.00,0.01,0.01
Iris Platform,attio.com,crm for free,17,390,15.87,https://attio.com/,0.00,0.00,0.59
dotfun AI Solutions,deviniti.com,custom ai development services,17,390,15.63,https://deviniti.com/services/custom-ai-agent-llm-agent-development/,0.04,0.06,0.13
dotfun Growth Services,npgroup.net,nj website design,22,390,13.95,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.17
dotfun Growth Services,npgroup.net,website design company nj,26,390,14.94,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.10
Iris Platform,attio.com,best free crm for real estate,38,390,15.98,https://attio.com/,0.00,0.00,0.77
Iris Platform,attio.com,ai native crm,42,390,13.44,https://attio.com/blog/ai-and-the-next-generation-of-CRM,0.00,0.00,0.28
dotfun AI Solutions,tech.us,agentic ai development services,48,390,6.11,https://tech.us/services/agentic-ai-development,0.00,0.00,0.26
dotfun AI Solutions,tech.us,agentic ai development services,55,390,6.11,https://tech.us/services/agentic-ai-development,0.00,0.00,0.26
Iris Platform,attio.com,free crm platforms,65,390,21.13,https://attio.com/,0.00,0.00,0.27
Iris Platform,attio.com,freeware crm software,75,390,12.08,https://attio.com/,0.00,0.00,0.64
Iris Platform,attio.com,freeware crm software,84,390,12.08,https://attio.com/,0.00,0.00,0.64
Iris Platform,attio.com,crm websites,3,320,15.28,https://attio.com/,0.13,0.43,0.47
Iris Platform,attio.com,ai for crm,3,320,20.30,https://attio.com/,0.13,0.58,0.55
Iris Platform,attio.com,attio login,4,320,0.00,https://attio.com/p/ai-crm,0.02,0.00,0.01
Iris Platform,attio.com,crm software company,5,320,15.09,https://attio.com/,0.00,0.02,0.50
dotfun Growth Services,appinventiv.com,web and app development agency,5,320,0.00,https://appinventiv.com/web-application-development/,0.03,0.00,0.33
dotfun Growth Services,npgroup.net,central jersey web design company,6,320,0.00,https://www.npgroup.net/new-jersey-digital-agency/,1.58,0.00,0.00
dotfun Growth Services,npgroup.net,digital agency nj,6,320,6.91,https://www.npgroup.net/new-jersey-digital-agency/,1.58,1.85,0.02
dotfun Growth Services,npgroup.net,web design agency nj,7,320,14.94,https://www.npgroup.net/contact/,1.58,4.00,0.10
Iris Platform,attio.com,qorbit.ai,8,320,0.00,https://attio.com/apps/orbit-ai,0.04,0.00,0.00
Iris Platform,attio.com,online crm tool,8,320,15.20,https://attio.com/,0.01,0.04,0.10
dotfun Growth Services,npgroup.net,website development nj,8,320,9.49,https://www.npgroup.net/new-jersey-digital-agency/,1.35,2.15,0.07
Iris Platform,attio.com,customer crm software,9,320,12.93,https://attio.com/,0.01,0.03,0.19
Iris Platform,attio.com,customer crm software,10,320,12.93,https://attio.com/,0.00,0.01,0.19
dotfun AI Solutions,appinventiv.com,robotic process automation in insurance,10,320,7.97,https://appinventiv.com/blog/automation-in-insurance/,0.02,0.01,0.04
dotfun AI Solutions,effectivesoft.com,cloud storage cost comparison,11,320,3.16,https://www.effectivesoft.com/blog/cloud-pricing-comparison.html,0.00,0.00,0.43
dotfun Growth Services,npgroup.net,web development nj,12,320,9.49,https://www.npgroup.net/new-jersey-digital-agency/,0.22,0.34,0.07
Iris Platform,attio.com,qorbit.ai,13,320,0.00,https://attio.com/apps/orbit-ai,0.01,0.00,0.00
dotfun Growth Services,npgroup.net,website design company in new jersey,15,320,15.01,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.08
Iris Platform,attio.com,crm developer,24,320,18.32,https://attio.com/,0.00,0.00,0.21
Iris Platform,attio.com,quotio ai,25,320,0.00,https://attio.com/,0.00,0.00,0.00
Iris Platform,attio.com,what is crm platform,28,320,5.98,https://attio.com/,0.00,0.00,0.37
Iris Platform,attio.com,crm software example,31,320,3.27,https://attio.com/,0.00,0.00,0.48
dotfun AI Solutions,tech.us,robotic process automation as a service,43,320,0.00,https://tech.us/services/robotic-process-automation-services,0.00,0.00,0.33
Iris Platform,attio.com,hubsport crm,45,320,36.28,https://attio.com/,0.00,0.00,0.42
Iris Platform,attio.com,crm system definition,74,320,5.36,https://attio.com/,0.00,0.00,0.13
Iris Platform,attio.com,crmとは,90,320,16.38,https://attio.com/,0.00,0.00,0.14
Iris Platform,monaco.com,monaco ai,1,260,9.28,https://www.monaco.com/,23.27,88.77,0.06
dotfun Growth Services,appinventiv.com,software development agency chicago,1,260,0.00,https://appinventiv.com/software-development-company-chicago/,0.05,0.00,0.03
Iris Platform,attio.com,outil crm,3,260,10.61,https://attio.com/,0.04,0.09,0.22
dotfun AI Solutions,effectivesoft.com,custom ai chatbot development services,3,260,0.00,https://www.effectivesoft.com/ai-chatbot-development.html,0.15,0.00,0.00
dotfun AI Solutions,effectivesoft.com,llm development company,3,260,5.82,https://www.effectivesoft.com/blog/top-llm-development-companies.html,0.15,0.07,0.04
Iris Platform,attio.com,web based crm software,4,260,0.00,https://attio.com/,0.04,0.00,0.04
dotfun AI Solutions,deviniti.com,chatgpt integration services,5,260,0.00,https://deviniti.com/services/chatgpt-integration-services/,0.36,0.00,0.04
dotfun AI Solutions,appinventiv.com,ai agent development solutions,5,260,14.85,https://appinventiv.com/ai-agent-development-services/,0.03,0.03,0.11
dotfun AI Solutions,deviniti.com,custom software integration,6,260,0.00,https://deviniti.com/blog/digital-workplace/9-custom-software-integrations/,0.24,0.00,0.06
dotfun Growth Services,effectivesoft.com,blockchain development agency,6,260,0.00,https://www.effectivesoft.com/blockchain-application-development.html,0.06,0.00,0.01
dotfun Growth Services,effectivesoft.com,enterprise software development agency,6,260,21.69,https://www.effectivesoft.com/enterprise-software-development.html,0.04,0.08,0.04
dotfun AI Solutions,appinventiv.com,devops automation consulting,6,260,0.00,https://appinventiv.com/blog/devops-automation/,0.02,0.00,0.07
dotfun Growth Services,npgroup.net,new jersey website design,6,260,13.95,https://www.npgroup.net/new-jersey-digital-agency/,1.35,3.19,0.17
Iris Platform,attio.com,online crm system,7,260,22.23,https://attio.com/,0.02,0.09,0.41
dotfun AI Solutions,effectivesoft.com,ai agent development solutions,7,260,14.85,https://www.effectivesoft.com/ai-agent-development.html,0.05,0.07,0.11
dotfun AI Solutions,effectivesoft.com,ai automation agency competitors 2026,8,260,0.00,https://www.effectivesoft.com/blog/top-ai-automation-companies.html,0.01,0.00,0.00
dotfun AI Solutions,tech.us,ai agent development solutions,8,260,14.85,https://tech.us/blog/top-ai-agent-development-companies-usa,0.27,0.26,0.11
dotfun AI Solutions,deviniti.com,ai agent development solutions,9,260,14.85,https://deviniti.com/services/custom-ai-agent-llm-agent-development/,0.20,0.34,0.11
dotfun Growth Services,npgroup.net,web design agency new jersey,9,260,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.45,0.00,0.10
Iris Platform,attio.com,apps crm,10,260,12.44,https://attio.com/,0.00,0.01,0.53
dotfun AI Solutions,deviniti.com,ai agent development solutions,10,260,14.85,https://deviniti.com/services/custom-ai-agent-llm-agent-development/,0.12,0.20,0.11
dotfun Growth Services,npgroup.net,web design agency new jersey,10,260,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.22,0.00,0.10
Iris Platform,attio.com,crm.,11,260,13.73,https://attio.com/,0.00,0.01,0.47
dotfun AI Solutions,effectivesoft.com,enterprise ai chatbot development service,11,260,0.00,https://www.effectivesoft.com/ai-chatbot-development.html,0.00,0.00,0.26
dotfun Growth Services,npgroup.net,web designers nj,12,260,12.09,https://www.npgroup.net/new-jersey-digital-agency/,0.22,0.46,0.23
dotfun Growth Services,npgroup.net,website design company new jersey,14,260,15.01,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.08
dotfun Growth Services,npgroup.net,web design custom,18,260,9.61,https://www.npgroup.net/blog/what-custom-web-design/,0.00,0.00,0.24
Iris Platform,attio.com,customer crm free,19,260,15.87,https://attio.com/,0.00,0.00,0.59
Iris Platform,attio.com,the crm center,21,260,12.55,https://attio.com/,0.00,0.00,0.16
Iris Platform,attio.com,crm system integration,22,260,11.63,https://attio.com/,0.00,0.00,0.30
dotfun Growth Services,npgroup.net,new jersey web design company,24,260,14.94,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.10
Iris Platform,attio.com,relay ai,25,260,3.12,https://attio.com/apps/relay-app,0.00,0.00,0.42
dotfun AI Solutions,npgroup.net,ai agent development solutions,33,260,14.85,https://www.npgroup.net/automation/ai-agent-development/,0.00,0.00,0.11
Iris Platform,attio.com,healthcare crm tools,42,260,17.40,https://attio.com/,0.00,0.00,0.11
dotfun AI Solutions,tech.us,rpa automation services,43,260,0.00,https://tech.us/services/robotic-process-automation-services,0.00,0.00,0.01
dotfun AI Solutions,effectivesoft.com,ehr integration solutions,46,260,22.12,https://www.effectivesoft.com/emr-ehr-integration.html,0.00,0.00,0.11
dotfun Growth Services,npgroup.net,modulus web design,48,260,0.00,https://www.npgroup.net/blog/modular-web-design-the-age-of-templates-is-over/,0.00,0.00,0.33
dotfun AI Solutions,effectivesoft.com,llm model comparison,49,260,2.21,https://www.effectivesoft.com/blog/comparison-of-llms-models.html,0.00,0.00,0.17
Iris Platform,attio.com,meaning of crm,52,260,6.66,https://attio.com/,0.00,0.00,0.16
dotfun AI Solutions,effectivesoft.com,llm model comparison,53,260,2.21,https://www.effectivesoft.com/blog/comparison-of-llms-models.html,0.00,0.00,0.17
dotfun AI Solutions,tech.us,custom ai chatbot development services,53,260,0.00,https://tech.us/services/ai-chatbot-development-services,0.00,0.00,0.00
Iris Platform,attio.com,free online crm system,60,260,18.96,https://attio.com/,0.00,0.00,0.56
dotfun Growth Services,npgroup.net,new jersey internet marketing company,63,260,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.01
dotfun Growth Services,npgroup.net,how to fix seo issues,63,260,0.00,https://www.npgroup.net/blog/how-to-identify-and-fix-common-seo-mistakes/,0.00,0.00,0.33
Iris Platform,attio.com,web crm software,70,260,0.00,https://attio.com/,0.00,0.00,0.07
dotfun Growth Services,npgroup.net,npg company,71,260,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.00
dotfun Growth Services,npgroup.net,new jersey internet marketing company,75,260,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.01
Iris Platform,attio.com,web crm software,78,260,0.00,https://attio.com/,0.00,0.00,0.07
Iris Platform,attio.com,crm marketing tools,91,260,19.68,https://attio.com/,0.00,0.00,0.26
dotfun Growth Services,npgroup.net,new jersey digital marketing agency,95,260,4.59,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.16
Iris Platform,myaifrontdesk.com,myaifrontdesk,1,210,9.24,https://www.myaifrontdesk.com/,0.07,3.88,0.73
Iris Platform,myaifrontdesk.com,area code 876 is located where,1,210,0.00,https://www.myaifrontdesk.com/area-code/imported-item-348,0.02,0.00,0.33
dotfun AI Solutions,effectivesoft.com,llm companies,4,210,4.42,https://www.effectivesoft.com/blog/top-llm-development-companies.html,0.08,0.03,0.19
dotfun AI Solutions,effectivesoft.com,enterprise ai development services,5,210,0.00,https://www.effectivesoft.com/enterprise-ai-development.html,0.05,0.00,0.05
dotfun AI Solutions,tech.us,enterprise ai development company,6,210,10.59,https://tech.us/blog/top-ai-development-companies-end-to-end-ai-services,0.13,0.09,0.14
Iris Platform,attio.com,windmill ai,7,210,7.94,https://attio.com/apps/windmill,0.04,0.06,0.10
Iris Platform,attio.com,crm software for it company,7,210,15.09,https://attio.com/,0.03,0.10,0.50
Iris Platform,attio.com,online crm systems,7,210,22.23,https://attio.com/,0.01,0.06,0.41
dotfun Growth Services,npgroup.net,nj web development,7,210,15.70,https://www.npgroup.net/new-jersey-digital-agency/,0.90,2.39,0.15
Iris Platform,attio.com,crm startups,8,210,16.18,https://attio.com/,0.03,0.11,0.61
dotfun Growth Services,npgroup.net,web development new jersey,8,210,9.49,https://www.npgroup.net/new-jersey-digital-agency/,0.67,1.07,0.07
dotfun AI Solutions,tech.us,enterprise ai development services,9,210,0.00,https://tech.us/services/enterprise-ai-services,0.13,0.00,0.05
dotfun Growth Services,npgroup.net,web development new jersey,10,210,9.49,https://www.npgroup.net/new-jersey-digital-agency/,0.22,0.34,0.07
dotfun Growth Services,npgroup.net,website designers nj,12,210,12.10,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.11
dotfun Growth Services,npgroup.net,web design firm nj,13,210,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.50
dotfun AI Solutions,tech.us,cloud integration consultants,13,210,0.00,https://tech.us/services/cloud-consulting-services,0.04,0.00,0.01
Iris Platform,attio.com,crm telemarketing,14,210,0.00,https://attio.com/,0.00,0.00,0.17
Iris Platform,attio.com,best crm for a startup,15,210,24.90,https://attio.com/,0.00,0.00,0.46
dotfun Growth Services,npgroup.net,web design in new jersey,17,210,13.95,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.17
Iris Platform,attio.com,crm ads,26,210,12.89,https://attio.com/,0.00,0.00,0.28
dotfun Growth Services,npgroup.net,web design company in new jersey,29,210,14.94,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.10
Iris Platform,attio.com,generation calendar,30,210,0.16,https://attio.com/,0.00,0.00,0.07
Iris Platform,attio.com,pipeline crm pricing,30,210,15.85,https://attio.com/,0.00,0.00,0.59
Iris Platform,attio.com,att free trail,33,210,6.84,https://attio.com/,0.00,0.00,0.43
Iris Platform,attio.com,ai o block,34,210,0.00,https://attio.com/help/academy/workflows-course/ai-blocks,0.00,0.00,0.00
Iris Platform,attio.com,crm for mortgage companies,34,210,23.81,https://attio.com/,0.00,0.00,0.32
dotfun AI Solutions,tech.us,robotic process automation rpa services,45,210,0.00,https://tech.us/services/robotic-process-automation-services,0.00,0.00,0.01
dotfun AI Solutions,npgroup.net,third party integration,47,210,16.91,https://www.npgroup.net/blog/mitigating-risks-third-party-api-integrations/,0.00,0.00,0.31
dotfun AI Solutions,npgroup.net,third party integration,48,210,16.91,https://www.npgroup.net/blog/mitigating-risks-third-party-api-integrations/,0.00,0.00,0.31
dotfun Growth Services,npgroup.net,web design company in nj,53,210,14.94,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.10
Iris Platform,attio.com,stripe hubspot integration,54,210,11.67,https://attio.com/,0.00,0.00,0.30
